institutionCode,total,has_collectionCode,has_catalogNumber,has_preparations,has_speciesKey,has_scientificName,has_scientificNameID,has_acceptedNameUsage,has_identificationID,has_locality,has_higherGeography,has_continent,has_countryCode,has_stateProvince,has_county,has_decimalLatitude,has_decimalLongitude,has_coordinates,has_verbatimElevation,has_verbatimDepth,has_image,has_dateIdentified,has_identifiedBy,has_recordedBy,has_eventDate,has_recordNumber,File,month
BISON,706,706,24,682,703,706,0,0,0,0,0,0,706,706,706,706,706,706,0,0,677,0,0,706,706,682,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
BOON,16127,0,15276,4,15786,16127,0,0,0,5549,0,0,15962,15757,15165,3590,3590,3590,235,0,11425,193,696,5889,5855,3538,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
BPBM,421066,421066,421066,4,362822,421066,0,0,0,413793,311397,28850,412423,279434,2687,83855,83855,83855,199968,20464,0,174672,272271,417353,384996,396391,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
BPI,4,4,4,0,4,4,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
BRFC,623,623,623,0,612,623,0,0,0,623,0,623,623,623,623,431,431,431,0,0,0,0,0,623,623,0,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
BRIT,19342,19342,19342,0,13205,19342,0,0,0,31,0,16317,17358,17295,16859,10374,10374,10374,0,0,0,13502,13671,17822,17234,0,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
BRU,15388,0,15388,0,14309,15388,0,0,0,5289,0,0,14340,12518,8448,14295,14295,14295,9,0,15365,0,199,14012,8909,186,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
BUF,53787,53787,53787,0,41371,53787,0,0,0,53624,53754,46202,46135,44018,39594,0,0,0,705,0,0,2417,5132,43291,42662,15786,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
BUT,43804,43804,43804,0,43361,43804,0,0,43804,41681,0,0,43804,43804,4067,0,0,0,0,0,0,0,3442,43737,40831,32529,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
BYU,36,36,36,0,0,36,0,0,0,36,0,0,36,35,3,35,35,35,11,0,0,0,0,35,32,0,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
CAMU,346,346,346,0,346,346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
CAS,607615,607615,607615,591,582667,607615,0,0,0,607568,606910,606818,606539,597545,522529,126538,126538,126538,364411,0,15806,0,178152,606851,599339,607023,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
CHAS,166,166,166,166,148,166,0,0,0,166,166,162,162,160,159,59,59,59,0,0,33,68,166,166,166,134,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
CHRB,102216,0,102213,0,93294,102216,0,0,0,39852,0,0,82335,73005,43963,5736,5736,5736,4115,4,90667,7899,12000,58877,50073,42449,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
CHSC,102821,102821,102821,0,101515,102821,0,0,0,102380,0,0,102749,102624,99927,85236,85236,85236,66050,4,29380,10574,33865,102510,102245,92469,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
CM,534999,534999,534999,9,517080,534999,0,0,0,517482,7,7,533008,486946,400482,266995,266995,266995,146269,0,122606,5,254464,528389,461725,515149,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
CMC,22397,1873,22396,0,20401,22397,0,0,0,20818,0,1318,21842,21371,20163,5728,5728,5728,695,0,20079,10638,11000,20836,20305,20324,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
CMNH,129,129,129,129,14,129,0,0,0,94,0,128,126,123,115,0,0,0,0,0,0,0,0,72,0,0,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
COA,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
COLO,343803,343803,343803,0,335580,343803,0,0,0,234332,0,0,342842,336164,263346,126027,126027,126027,141299,2,337689,70449,100708,287104,230317,260753,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
CS,57350,57350,57350,0,57221,57350,0,0,0,57339,0,0,57350,57310,56910,54877,54877,54877,0,0,0,0,5611,56115,0,0,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
CSLA,11747,0,11747,0,11533,11747,0,0,0,11644,0,0,11699,11610,10846,1775,1775,1775,6638,0,11747,217,551,11699,11465,9667,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
CSU,9722,9722,9722,0,9621,9722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
DAV,138094,26908,52847,0,132675,138094,0,0,0,137964,0,0,138064,138048,128745,107850,107850,107850,68879,0,50270,2676,60558,138084,132372,136881,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
DBG,92185,92185,86383,0,84055,92185,0,0,0,85195,0,0,88704,87700,81443,74340,74340,74340,52505,0,83267,8388,18717,89799,89512,66123,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
DES,91263,0,88626,0,88832,91263,0,0,0,87995,0,0,90842,89636,76138,86788,86788,86788,58556,0,78074,9842,19282,91235,90335,81718,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
DMNH,57,57,57,57,0,57,0,0,0,57,0,0,54,44,38,0,0,0,0,0,0,0,0,10,0,0,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
DMNS,10,10,10,2,0,10,0,0,0,6,2,1,6,5,4,4,4,4,0,0,0,2,10,9,4,0,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
DUKE,283768,0,283046,0,267485,283768,0,0,0,282749,0,0,282961,275354,167963,150502,150502,150502,91830,0,9483,6698,139433,283311,243543,277905,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
ECON,6176,6176,6176,6176,5897,6176,0,0,0,6026,6169,6169,6122,5845,3584,53,53,53,518,0,5378,522,275,6127,4484,2283,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
ECU,2423,2423,2423,0,2367,2423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
EKY,80953,0,77366,0,80402,80953,0,0,0,75804,0,0,80938,80573,79546,6721,6721,6721,1376,0,74752,2053,14069,80312,78531,72413,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
ENLC,3,3,3,0,3,3,0,0,0,3,0,0,3,3,3,3,3,3,2,0,3,3,3,3,3,3,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
F,997025,997025,815981,0,892225,997025,0,0,0,331245,654704,970336,962086,525663,251758,810528,810528,810528,0,0,753934,115569,172831,776659,679332,708130,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
FH,236827,236827,236827,236592,224380,236827,0,0,0,233791,235628,235620,232222,215181,120808,3658,3658,3658,2689,0,152931,7053,6890,234838,203158,117543,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
FHSM,3,3,3,0,0,3,0,0,0,3,0,3,0,3,3,0,0,0,0,0,3,0,3,3,0,3,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
FLAS,101310,0,101310,101310,96718,101310,0,0,0,0,0,0,101177,97136,82108,21179,21179,21179,0,0,85995,0,0,101309,99529,86426,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
FMNH,23345,23345,23344,0,2347,23345,0,0,0,0,23344,23280,23280,23239,8176,0,0,0,0,0,11061,0,16549,1902,730,0,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
FSC,15140,0,15140,0,14904,15140,0,0,0,9654,0,0,14822,14722,13983,3697,3697,3697,5071,6,13589,1154,3702,9693,9349,7582,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
FTG,78186,78186,78186,0,72996,78186,0,0,0,27941,0,76617,77640,60719,44155,10612,10612,10612,0,0,0,0,0,70184,76529,0,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
GH,603948,603948,603948,603804,590714,603948,0,0,0,571873,592896,592895,584162,541939,338798,8670,8670,8670,55961,0,522854,84545,19069,600611,331001,265887,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
GMDRC,4,4,4,0,4,4,0,0,0,4,0,0,4,4,4,4,4,4,4,0,4,0,4,4,4,4,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
GUAM,595,595,595,0,0,595,0,0,0,592,0,0,580,80,0,242,242,242,0,0,0,7,2,434,570,38,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
haw,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
HSC,75042,0,25872,0,74824,75042,0,0,0,74065,0,0,75016,75013,74963,47780,47780,47780,37,0,12384,10794,38140,75041,73065,75035,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
HWML,80,80,80,0,2,80,0,0,0,80,0,74,75,61,8,72,72,72,0,0,0,0,80,80,8,0,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
INHS,56,56,56,0,16,56,0,0,0,56,0,0,56,55,41,49,49,49,0,0,0,0,6,0,51,0,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
JFBM,9,9,9,0,0,9,0,0,0,9,0,0,8,8,8,5,5,5,0,0,0,0,0,9,8,2,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
KHD,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,1,1,1,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
KNWR,2502,2502,2502,2493,2308,2502,0,0,0,2502,2502,2502,2502,2502,97,2502,2502,2502,0,0,153,1766,2502,1714,2502,138,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
KSP,32690,216,26915,62,31884,32690,0,0,0,31758,0,0,32683,32148,31085,13362,13362,13362,8909,0,0,1476,2840,32680,28661,31771,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
KSTC,50877,50877,50822,0,46904,50877,0,0,0,50498,0,48553,48551,48463,46889,22569,22569,22569,0,0,0,0,38196,50510,50211,44622,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
KU,403991,403991,403983,75834,331762,403991,0,0,0,395990,395579,395553,387873,373461,344264,301815,301815,301815,100814,0,95553,0,256772,381653,334247,0,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
LACM,187,187,187,152,1,187,0,0,0,187,187,187,187,187,182,181,181,181,0,0,17,112,187,183,127,0,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
LOB,15823,0,14130,0,14826,15823,0,0,0,15727,0,0,15643,15580,15141,9783,9783,9783,7619,1,14094,320,1133,15579,15214,14754,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
Logan,3,3,3,0,3,3,0,0,0,0,0,0,3,3,3,0,0,0,0,0,3,0,0,0,0,0,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
LSU,163406,163406,163406,1837,161038,163406,0,0,0,159710,0,0,161772,158791,152330,57400,57400,57400,5138,0,0,52585,65362,161780,155045,161564,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
LSUM,14729,14729,14729,0,9200,14729,0,0,0,14455,0,0,14546,11647,5163,14009,14009,14009,566,0,0,363,5507,14578,14422,14573,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
MACF,6164,0,5570,0,6111,6164,0,0,0,5631,0,0,6143,6053,5052,1362,1362,1362,2079,0,5570,769,1867,6140,6055,4967,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
MCZ,20,20,20,20,16,20,0,0,0,19,20,20,20,19,13,7,7,7,0,0,0,0,20,20,3,0,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
MICH,942586,942586,942586,487720,826703,942586,0,0,0,942586,0,910777,910708,816590,584543,304775,304775,304775,82614,0,493061,130253,236706,927631,843836,883809,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
MIN,560702,560702,558835,136358,545351,560702,0,0,0,401667,0,0,482661,462428,385689,282679,282679,282679,13425,2,328536,20175,34767,470986,394747,459186,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
MISS,55629,55629,55629,0,54864,55629,0,0,0,0,0,0,55629,0,55391,0,0,0,0,0,0,0,0,55629,0,0,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
MO,4752139,4752139,4752139,0,3985460,4752139,0,0,0,4502944,0,4721527,4722746,4407898,2412751,3169229,3169229,3169229,0,0,355660,2568969,2963388,4752114,4543895,4752136,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
MPM,126131,126131,126131,0,116782,126131,0,0,0,0,125741,125735,125204,121824,113548,31094,31094,31094,0,0,0,17,17,125058,121254,85484,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
MSB,8,8,8,8,0,8,0,0,0,8,8,8,8,8,3,1,1,1,0,0,0,6,8,8,8,4,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
MSC,179159,179159,179088,179143,164612,179159,0,0,0,179013,171219,171213,169874,131765,101649,25897,25897,25897,0,0,0,0,0,178022,174449,0,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
MSUB,10769,0,10769,0,10618,10769,0,0,0,9023,0,0,10690,10060,8249,69,69,69,1239,0,0,4,3277,9279,8407,7269,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
MUR,1,0,1,0,1,1,0,0,0,1,0,0,1,1,1,1,1,1,0,0,1,0,0,1,1,1,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
NAUF,38,38,38,5,0,38,0,0,0,36,0,0,38,38,35,38,38,38,0,0,5,5,29,38,38,0,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
NCSC,106360,40371,106326,1344,103376,106360,0,0,0,40661,0,0,104913,103487,89789,3788,3788,3788,8224,0,99179,2457,719,44122,39184,41311,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
NCSM,4025,4025,4025,2089,2027,4025,0,0,0,1691,0,2077,4009,4008,3702,1128,1128,1128,2,0,1927,1815,3722,3856,1920,1936,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
NCU,429378,262,429355,0,419211,429378,0,0,0,154760,0,0,427455,424193,410743,43909,43909,43909,6054,0,395931,46083,94707,171558,165638,154390,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
NEBC,278158,278158,278158,278152,275784,278158,0,0,0,271207,278129,278129,278128,278068,225313,270,270,270,177,0,268376,7424,5302,278001,268169,105906,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
NEON,3462,3462,3462,0,1018,3462,0,0,0,3462,0,0,3462,3456,3462,3462,3462,3462,0,0,201,79,79,5,3462,1,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
NEOSU,1095,1095,1095,0,1076,1095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
NHA,57712,0,57712,0,56139,57712,0,0,0,57712,0,0,57696,56853,51438,57662,57662,57662,9783,31,57710,2235,3389,57637,55915,1233,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
NMMNHS,3622,3622,3622,3622,3386,3622,0,0,0,3622,3622,3621,3501,3450,3314,564,564,564,0,0,1,3621,3622,3442,3622,1763,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
NMSU,3,3,3,0,0,3,0,0,0,2,0,0,3,3,3,1,1,1,0,0,0,0,0,3,3,0,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
NPS,1,0,0,0,1,1,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
NTSRV,218406,218406,218406,0,217002,218406,210688,0,0,0,0,215697,196856,196856,196856,0,0,0,0,0,0,0,0,80270,199546,0,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
NWOSU,93,93,93,0,93,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
NY,4029920,4029920,4029920,3993701,3831789,4029920,0,0,0,2568689,0,2831863,2827028,2493597,1593498,1577188,1577188,1577188,1053373,0,3119257,636437,849371,2845861,2645564,2748256,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
OBI,63419,0,59356,1,61898,63419,0,0,0,63081,0,0,63335,62997,61798,41060,41060,41060,20142,1,59150,6610,18568,63326,61910,62474,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
OCLA,12234,12234,12234,0,11990,12234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
OKL,122047,122047,122047,0,121182,122047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
OKLA,48318,48318,48318,0,48048,48318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
OMNH,2080,2080,2080,0,179,2080,0,0,0,0,0,0,2002,1909,1824,0,0,0,0,0,0,0,0,0,0,0,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
OPSU,2186,2186,2186,0,2181,2186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
OSC,165591,165591,165591,0,163714,165591,0,0,0,165145,0,165585,165589,165591,161844,150453,150453,150453,2,0,3,162890,165591,165469,162076,2,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
OSUC,1,1,1,0,0,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,1,1,0,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
OUIP,2,2,2,2,0,2,0,0,0,2,2,2,2,0,2,2,2,2,0,0,0,0,0,0,0,0,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
PBDB,87114,87114,0,61589,16081,87114,0,0,131,48393,86337,74866,86989,61169,20747,87114,87114,87114,0,0,0,0,0,87114,0,0,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
POM,121104,121104,40288,121068,117623,121104,0,0,0,121090,0,0,121080,120588,113094,6771,6771,6771,0,0,28510,0,0,121072,110034,121063,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
PRI,2,2,2,0,2,2,0,0,0,2,2,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
PSUC,2,2,2,1,1,2,0,0,0,1,0,0,2,2,2,2,2,2,0,0,0,1,2,2,1,0,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
RENO,82,82,82,0,82,82,0,0,0,82,0,0,82,82,82,82,82,82,82,0,82,3,82,82,81,82,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
RHNM,6,0,6,0,6,6,0,0,0,6,0,0,6,6,6,6,6,6,6,0,6,5,5,6,6,6,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
RLMC,983,0,983,983,879,983,0,0,0,983,0,0,983,983,983,981,981,981,385,0,0,0,983,983,982,0,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
RM,3,3,3,0,3,3,0,0,0,3,0,0,3,3,3,0,0,0,2,0,3,2,3,3,3,3,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv,cleaned_gbif_us_institutionCode_MIDS_2020-12-06-csv.csv
